,EAP,HPL,MWS
0,1.8294068534969848e-62,2.1667235457943194e-63,5.550935298656904e-60
0,1.1940494684263437e-123,4.23007220431352e-127,6.793941654736043e-117
0,2.178127678120692e-76,1.5026811446743137e-77,6.4001730944689e-80
0,3.3021872716033194e-124,6.609645665618693e-129,3.5167452576611945e-120
0,1.0453854471241143e-118,1.0373932959094654e-118,1.3713150471169341e-105
0,1.4169285613093384e-61,8.385170508885315e-61,5.09375330443708e-62
0,6.908975075477696e-76,3.0899988132964516e-77,9.18910811798006e-77
0,1.1028683694193537e-136,1.0110296481582166e-131,4.896893442866823e-129
0,3.3237979147945083e-84,1.8509151197973012e-80,1.337045685775646e-84
0,1.3433859110470216e-86,3.828178418270922e-86,1.837500155635653e-89
0,2.628001351489317e-178,1.9126114871161165e-188,3.6145189604356556e-179
0,1.6161543187052677e-19,1.8409446984659327e-17,4.231206708460654e-19
0,1.846866363243531e-81,3.2799227192685365e-82,3.2025943968866137e-80
0,4.10098149601645e-55,2.1830771011644876e-62,5.67078474956142e-57
0,2.917940486983625e-86,6.270478075452302e-89,7.446580865489841e-88
0,3.2718865860775863e-78,7.48968414437216e-81,4.1272385950339177e-85
0,5.540735585838461e-171,1.5976445408724001e-170,9.350133005496639e-175
0,1.7796883067639724e-47,1.4513292540639927e-48,4.793411066877889e-47
0,3.215570512173422e-46,7.781321070297144e-46,3.6546488703433455e-46
0,2.7033048179704877e-24,2.3519782977017558e-26,1.7119351785915922e-24
0,1.2726797682273665e-107,4.43212258988371e-109,1.9369531158520645e-101
0,1.4102702836077325e-69,3.5149982492365226e-70,1.4709053762406843e-63
0,1.4407880688450853e-35,1.7207210126393256e-32,4.969208241778943e-34
0,2.959620485668927e-185,1.8440150541508438e-191,1.1138297753480704e-175
0,1.0519805213719919e-117,3.05008280269164e-118,4.157428800844501e-121
0,1.447761166482973e-85,3.1856534713109823e-87,2.5528626919278812e-80
0,1.4196850920006332e-24,6.956589684814548e-26,2.156525916493913e-25
0,2.0187689275646687e-48,1.2219310590976094e-46,2.2344931552057468e-46
0,1.50425364467105e-140,3.024937392016661e-139,2.759201238851855e-144
0,3.1462416978559786e-136,1.2478350759831094e-138,3.240347993369098e-140
0,6.047867294325678e-85,3.0951246136545206e-87,1.9220283374393182e-81
0,4.2660330758404697e-75,2.893724154946578e-72,3.8922423158698005e-78
0,8.782634332083983e-198,2.225597266428561e-213,4.278073801035292e-211
0,1.6055890826386924e-221,3.738077549697624e-228,3.4418911783551896e-214
0,1.9521658448314674e-57,4.5344497092487636e-64,1.3678138953591544e-58
0,4.758310591064156e-89,9.751125486593965e-88,2.3764736975828765e-91
0,5.398802331629849e-56,1.4550127756347874e-56,1.9460420854259477e-55
0,1.9032782691265143e-55,8.795162174747275e-58,1.0531507678025455e-53
0,1.2860459743064415e-44,3.534957180653722e-43,1.0458543382381902e-44
0,1.4361257814258169e-105,1.5187190641146893e-101,1.6729916130211048e-108
0,1.8686426274156853e-88,2.1577561563484096e-85,2.0878400031288518e-87
0,1.950065288234676e-110,2.666261659091052e-100,1.0580932085752198e-115
0,4.4440524156737724e-88,7.556691240815901e-85,3.902740496208308e-89
0,5.615828952672096e-50,1.0186941353081247e-52,1.4130894346805518e-53
0,2.834219568098229e-117,6.001351967279242e-122,7.025421769631759e-129
0,8.478963711388649e-72,3.9266700049990865e-71,5.807486415529727e-71
0,7.296739248612164e-61,2.1757361938685005e-62,3.938786648165438e-64
0,3.4265123727155537e-189,5.856672825285658e-198,1.239282905962641e-195
0,5.125446809211243e-133,5.356021614056211e-134,2.1461287315754094e-128
0,4.120457436177546e-17,6.375519170672308e-17,6.992953279916691e-17
0,1.1075884277918857e-121,2.909604215756832e-122,5.245782544976947e-117
0,2.3244562055005397e-61,4.4198582391718514e-58,4.476798029198865e-63
0,1.710579029684388e-41,3.007726295374549e-43,1.268394120136098e-44
0,5.998469609519017e-53,5.990268703889409e-56,4.0711967425773323e-56
0,1.4453260665244488e-54,8.217189430389633e-52,9.745459606776328e-57
0,8.575436235965709e-87,1.7313910789846292e-81,1.028318817601965e-88
0,1.916714759552491e-80,2.2329252589771937e-77,3.7405642497025206e-79
0,2.0486513163738396e-200,4.87936958411654e-207,1.4872412052182072e-211
0,3.3497880822297175e-136,2.2960627205962023e-130,5.773135376815125e-134
0,5.218437139676238e-61,8.385087998080017e-59,7.480867677042708e-64
0,2.8435882919345497e-68,2.3416950344184934e-70,6.567339260846099e-69
0,5.1583811689103265e-65,2.8217569088779997e-64,4.920716489525503e-63
0,3.212965515648155e-78,1.2441520895292632e-74,3.364096291592193e-76
0,2.708285318248119e-81,7.580415696698176e-74,1.417496009357981e-76
0,9.446841180328046e-43,1.6507178149717279e-46,5.2574060738157595e-43
0,6.627021350398567e-53,2.399165238506787e-54,4.699648853136402e-53
0,4.8014832221960866e-40,1.2890255599925987e-42,2.635094003608887e-39
0,3.4906413724246204e-18,1.3666566029584871e-18,4.946443924391464e-19
0,1.0522960453299717e-109,3.3674839883381672e-105,2.9466493087568613e-112
0,1.70227826839291e-41,1.4981981535386468e-45,5.2142424091325454e-42
0,2.1765804898135782e-61,5.005471622963413e-62,1.6128167817283092e-59
0,2.475049409200858e-102,2.337301000248083e-112,5.211306588374823e-109
0,5.307153196161587e-47,4.186516353975366e-46,7.47746818342827e-46
0,2.934292792903513e-55,9.15903269011821e-54,1.2991139055167223e-55
0,3.387020035800926e-26,8.166407921585832e-23,3.136387841194199e-26
0,1.8910902175137346e-44,1.0870015666976885e-47,7.200164373328817e-45
0,7.182767771275635e-40,3.398464286721328e-39,1.5147464379118018e-38
0,2.581161846038315e-42,7.663592621745158e-46,1.2015523227948882e-43
0,1.845588501817271e-95,3.36683495796563e-94,5.405696724260097e-94
0,1.0124614810621483e-20,2.7220683437256867e-24,5.858953357131606e-23
0,6.640060048307167e-53,1.7321942690959773e-54,1.0242172227097988e-54
0,5.172716171532447e-49,7.319734349459783e-50,5.153480463324275e-47
0,9.861135586972998e-44,3.973780195400608e-48,1.1581404062406132e-49
0,2.9961398479301642e-86,2.1424535988338383e-82,1.8787247088269776e-89
0,1.088156578610404e-30,8.714252327708428e-30,7.478318171785602e-29
0,2.0247918445383415e-165,1.0734195873859422e-183,1.1251625942269774e-185
0,5.0886675772254905e-93,1.3994291372659702e-84,5.361419710530209e-91
0,1.9449470777738684e-18,2.9589111921163e-18,4.084987005908154e-17
0,6.884041447742297e-66,5.9532541867563034e-71,1.0646413608951027e-60
0,3.365304510152131e-75,6.963815032157323e-80,2.5108956033605454e-71
0,5.668961332051643e-26,4.247765491213794e-28,2.4082613102662543e-25
0,8.60615949898085e-67,1.778224970189345e-66,4.953618089761744e-67
0,3.4277848259134874e-121,2.473865176242749e-115,1.7565479604116837e-126
0,7.408096592052936e-105,9.353216478018544e-97,8.726362934783279e-105
0,9.99744271825788e-89,1.0515628080847617e-91,4.641076202232132e-77
0,1.5091030257796145e-47,3.7170916256285284e-49,5.859347575327792e-49
0,5.494016999446733e-73,1.3237034329005507e-68,1.546199177630484e-69
0,4.8591068934228076e-36,1.5912274426589763e-37,8.874395265154022e-38
0,4.465438495715339e-31,3.667187592955281e-33,3.815373445561016e-30
0,2.2740383794282365e-80,6.379027702252962e-87,1.8825167793575839e-87
0,2.3110316785263024e-48,9.879488964409735e-48,1.342126208397736e-46
0,1.0307474500632267e-40,4.759036656589751e-39,3.080868832863402e-39
0,2.4472729110964667e-166,4.136397673513934e-166,3.840770917704333e-161
0,4.822051398532271e-157,8.837108429584793e-168,8.488175985492528e-172
0,1.7960766218471304e-57,3.0371319206320606e-58,2.743618908486829e-57
0,2.715324395351228e-147,5.674184604402204e-154,1.1526633955363037e-156
0,5.146491471433704e-52,7.652741623128713e-49,2.7529158458998154e-51
0,1.3081722394036164e-66,6.014025691601986e-66,3.81639647876856e-66
0,7.494941775615569e-81,4.913037096603181e-75,5.371050217643502e-82
0,1.7670598065742697e-74,3.701791814127327e-72,1.9913973312916064e-75
0,2.1803482209461227e-67,2.2047060366996014e-71,1.439407585825295e-71
0,1.8741408180518524e-20,4.5286209663075886e-21,4.606107983272861e-20
0,8.76100394484959e-214,6.794808705820576e-205,2.3654217894259158e-211
0,4.5328325406424876e-66,2.0219526648526104e-58,2.7752988353476332e-67
0,1.4598721173734824e-61,5.700269682786597e-62,8.699973742435979e-66
0,8.215894081183023e-41,6.98235661201834e-43,3.623456660390863e-40
0,9.853305235077009e-37,7.903580174299861e-37,2.1848784571440594e-37
0,6.084291283788371e-45,2.3892362929899327e-50,5.768272384334801e-44
0,7.371096579619815e-41,3.250203256710365e-41,2.7171976057543893e-41
0,9.133071106004058e-158,1.9141865242668145e-166,5.575596396383498e-158
0,9.877267050385168e-149,1.0162446588397755e-134,9.097424404590342e-144
0,7.950510955589846e-41,4.3340015031696734e-42,1.6068881990051785e-39
0,3.1117825955431924e-167,1.651597424583195e-189,3.3820422014437854e-186
0,6.475984888838288e-107,2.3590720460036584e-103,1.7371392360254096e-105
0,1.1026887286353158e-16,8.741279308272397e-18,7.698960446727032e-17
0,2.3701547332253946e-102,1.4264721509238982e-103,2.9614557194325745e-106
0,9.265244159672734e-60,1.675739755263331e-58,7.757857141241499e-60
0,3.9070484028489356e-82,3.071432261150368e-73,1.082551615604766e-83
0,7.885366390129645e-87,3.8405015976340075e-92,5.0552544685982455e-87
0,1.8208668821176884e-75,9.340653621217722e-78,5.9997550556398355e-80
0,2.967432379796362e-136,5.788445190580647e-141,1.763556797408625e-133
0,2.0154584837774837e-57,1.7881076593135026e-59,7.184105737337266e-59
0,9.209820512615523e-41,2.737368467491453e-42,5.519434595440813e-41
0,2.7502627208573957e-61,4.345375957947544e-65,2.11024534893557e-66
0,1.8159409235666623e-54,2.1391739274363158e-55,7.081714693245609e-55
0,1.3066545450665717e-132,4.906672206064563e-139,9.321058877448217e-130
0,1.9606018888321067e-68,7.442013185633971e-70,4.06830631534199e-64
0,5.972110057195536e-98,2.44783700392188e-93,5.51588378429687e-100
0,4.2708681584979275e-94,4.180519038828045e-97,3.1647860565233956e-90
0,4.141181607328279e-161,1.1061673633446293e-175,4.493542907453329e-170
0,1.7878242594744285e-49,1.4242374309434889e-50,1.2399456615926051e-49
0,2.2538226348876028e-110,6.424002608093228e-102,5.6703121144029055e-109
0,1.553415126691043e-82,2.563098240460222e-71,2.4314246525359085e-79
0,9.78146676520049e-90,1.446724715643731e-89,2.2882426458196222e-82
0,4.776769357219129e-129,8.330545602280157e-127,1.9092885831683592e-125
0,1.6961244982377556e-107,2.222916651498699e-109,4.173393502750447e-109
0,6.6582237966950545e-105,1.0220507347880242e-104,1.2179420665719058e-97
0,2.466176013974336e-55,1.081477612173797e-55,1.185123219851611e-55
0,1.6322660747483513e-58,3.652451201256664e-60,8.383970871726345e-56
0,1.6106933985572933e-89,2.2093943160313773e-88,4.9005828640844634e-89
0,3.2952344354571266e-45,1.9919322247118232e-38,8.14288489807621e-44
0,5.409115396365617e-86,1.5531570720875138e-94,1.545646543504752e-95
0,7.4357690947157e-83,5.437614377761907e-81,3.925622989546202e-86
0,4.9094519464325495e-28,1.6264928314473818e-32,6.351057515278412e-30
0,5.153708740578004e-136,2.313647143267879e-127,2.0192590624822797e-141
0,1.5114056367809693e-60,2.6268017848429567e-62,1.7148418578099002e-58
0,5.840519324538251e-112,3.369756686321957e-111,7.706961297014956e-105
0,2.2545721782522565e-39,4.571766359237211e-43,3.0929560160827365e-43
0,8.409255526053192e-84,6.034838840706118e-79,1.0667063356684977e-88
0,3.2108531128624054e-101,4.905547551723105e-104,1.5009367626866588e-104
0,6.6449576223542176e-257,1.8184639360152078e-262,4.442506489455395e-258
0,1.907184737731484e-115,1.4757774947243398e-113,1.1775760751063281e-115
0,2.0114633311238567e-74,3.3058874361891036e-71,1.0581372878907834e-76
0,5.696785278360691e-166,5.459887767235169e-173,4.333750040452233e-177
0,4.054783437154268e-110,7.167716986057832e-117,1.0027865170537213e-115
0,4.008457276816298e-90,5.9297008410198705e-83,1.4130004372863324e-92
0,5.016769554798163e-119,6.511462763063733e-115,3.5438092996262063e-115
0,6.258339653960238e-72,5.619850791308617e-73,3.821781618537613e-65
0,1.2332824636270594e-60,4.868986436785547e-51,4.809548214220754e-57
0,1.0998066834470358e-79,4.5845446950405596e-76,1.7414248803527513e-79
0,5.0070624953671705e-34,4.0876944086562805e-33,3.8857508853838045e-33
0,1.0046988663918833e-25,5.960603918676328e-27,1.589636693777949e-26
0,4.535898117642762e-140,1.6712329031826712e-136,1.7347331793520347e-138
0,1.0206826086961283e-30,7.113763449038579e-32,8.537220187128838e-31
0,2.6396417870096798e-45,1.710594537156573e-47,8.143518923591612e-41
0,6.888977466417587e-24,5.2064312847178915e-23,1.7136864247182866e-23
0,1.4249624349979575e-21,1.1446741706069793e-21,1.377021115201018e-22
0,3.9536202519411867e-100,5.700491152398419e-93,1.7852585937811173e-102
0,1.7615524479388668e-111,1.0222980441097944e-117,4.7495545019705067e-107
0,7.989637743919315e-74,2.3854299965623906e-78,7.123350652402233e-78
0,2.1156136570070505e-68,1.2852227546583727e-62,9.79036189764466e-66
0,4.148717444008997e-56,7.48386376977129e-58,1.5588846441187265e-58
0,5.169924582199523e-92,8.520866739904547e-94,2.518524532071263e-92
0,1.2793483633339292e-23,6.717968444739276e-24,6.7278155872947e-25
0,5.710419419102817e-73,1.23744240326081e-63,9.010972042421475e-73
0,1.1260708219946334e-97,4.2675670117256204e-96,2.157887416415298e-91
0,6.439632115245225e-78,1.5728468592093337e-79,7.890987194859976e-84
0,6.327805227185353e-99,1.9729691750392723e-101,2.052132879874029e-100
0,2.026998596362607e-245,2.9993924941792203e-255,3.649804532529969e-230
0,4.076235236554266e-239,3.5338403568431083e-248,8.460026214635115e-232
0,1.792511960049993e-46,3.970143638255314e-47,4.081323810721953e-43
0,4.115465332268934e-296,7.62827e-319,9.8519e-318
0,1.09469510726098e-51,1.2910826220164948e-56,2.5831123990610513e-55
0,1.7500652399801908e-70,1.642707156256268e-70,5.793973935500162e-65
0,6.223172532436546e-148,3.538448327155093e-150,6.727357638900754e-150
0,2.535896652161078e-87,2.109852817593703e-84,3.633035338568421e-85
0,1.162681396954547e-49,4.732546544019202e-50,4.556940698147959e-51
0,4.152409741540655e-131,1.2175054542577608e-134,2.7297262413610234e-127
0,3.032964202723346e-71,1.3248117011260027e-70,1.1659937534404444e-71
0,1.3268327153199188e-34,4.0327851267503045e-35,3.922343512976909e-31
0,1.5340256442382123e-131,7.551021206238904e-136,1.1912846765401093e-130
0,4.531864699449843e-143,8.51447888909842e-154,6.239994811740235e-154
0,4.961143556956873e-102,1.1229779507416863e-95,8.04693427569848e-99
0,1.402463315302632e-73,1.1049432388342387e-70,1.2744085794098574e-72
0,1.0058848110140366e-115,4.790265080939349e-118,2.2723452620793022e-110
0,1.1265328870166495e-30,7.47798254272012e-32,7.577763847417761e-33
0,1.4821868889267706e-100,1.537880773440376e-108,4.225467571903968e-107
0,3.8146978858528125e-47,1.7282170562570683e-53,7.572788594953372e-53
0,1.818096417790541e-33,3.120687396637874e-35,7.86450465318798e-35
0,7.449324124201115e-48,3.0331644413892835e-50,3.08230262305076e-47
0,6.207720024338885e-134,8.129997860363879e-123,9.460178584310199e-137
0,4.6550143655069036e-83,3.6291219546057516e-81,4.082794588137923e-77
0,6.605755800102441e-95,8.442645129387124e-88,2.126066014416362e-96
0,5.874926348372814e-84,2.0903161804509644e-71,1.1411279906264368e-79
0,8.55123114890865e-38,9.154326148871125e-39,2.3285041403936272e-36
0,1.902670662841547e-52,1.6255619390451114e-55,3.373775919681404e-53
0,1.0560045558991607e-62,1.4247015181786907e-56,5.648184113322987e-63
0,2.758377078827059e-42,1.3982352783039966e-47,1.3182750693642975e-45
0,7.953932340931349e-25,8.423980518672298e-27,2.923024703217156e-23
0,6.042062827169707e-194,2.2315143265086293e-199,2.7480882973308598e-191
0,8.285464878098797e-44,3.554719569782398e-47,9.889118237269645e-47
0,2.5732968822534848e-31,7.819698514718062e-38,9.273487950862464e-35
0,4.919401382570998e-124,1.151672812810654e-123,9.108557257140272e-126
0,6.176175238661212e-117,2.1859578521530187e-111,3.125486877099066e-119
0,8.019346144651944e-61,2.4476733057095743e-59,5.3853882026770855e-55
0,3.472687043563507e-101,1.4723072029383861e-95,7.291105134348228e-105
0,6.132458387572811e-58,2.411760380958527e-59,6.5587655171847484e-62
0,3.837911320602851e-99,1.358140135793381e-105,2.4744525054927914e-105
0,3.120655570976264e-28,2.0930079280722326e-31,2.26050925590991e-28
0,2.5923387636878793e-102,1.3713901580710838e-102,1.4704210261253087e-96
0,2.3849773693776805e-68,1.748130191136132e-70,9.812759683750846e-65
0,1.4099581974347765e-42,9.369030936430356e-42,1.7203831254261755e-44
0,3.963786143561525e-78,2.1612251094718015e-80,4.4716815534215176e-77
0,7.28698199010778e-31,9.586394732110151e-33,1.0567617432346641e-32
0,3.747915587456601e-127,2.4483698780363757e-126,2.829307510826523e-120
0,1.0577577540963932e-40,5.261407693472949e-38,4.495914469961218e-42
0,1.132662820015647e-49,1.7434667732212137e-54,1.3030938326909757e-52
0,1.6804185949046196e-144,4.9806643670464395e-149,7.543031756569828e-147
0,9.835758787848045e-65,2.2164478731017635e-61,2.38152295368341e-65
0,1.4348189046615527e-117,1.0257510202966066e-105,1.163637769560756e-120
0,1.8481640110636206e-109,4.500794403809596e-109,5.240600620689861e-106
0,1.4093803400291733e-160,1.3172539788526419e-148,1.0423058110947036e-166
0,7.78371238606889e-133,3.3677170052463585e-131,8.42806192984999e-127
0,3.135904375710374e-155,9.980423938103371e-161,1.5445337883362007e-146
0,5.766138738278373e-111,1.579887862948288e-116,4.751308225787511e-106
0,1.2610895487763967e-145,3.7874076711080036e-142,2.4298028401819282e-135
0,3.913552893358107e-84,2.0174346409542828e-81,4.474470486799019e-88
0,2.215041131743742e-68,6.042003364281019e-75,1.0659028711437014e-74
0,5.416806618832413e-66,6.157924423516917e-69,1.6260787767915857e-65
0,1.329897684822534e-141,1.454673845181701e-146,1.4313551478416044e-134
0,6.1112605945050005e-77,2.5553797716008957e-82,9.04385704028736e-79
0,1.842693580176674e-83,2.1364753767979596e-88,2.5844845436067177e-86
0,2.4981232833467887e-65,2.263448881012362e-56,4.175208024123408e-66
0,1.347987715735629e-37,9.278435635854171e-37,2.055182466777267e-37
0,3.808699623273921e-69,5.711428742766224e-62,4.2663325891024877e-70
0,9.980159616892406e-68,1.9257204819499958e-69,2.7184513516237793e-68
0,2.8757949558183185e-76,5.58481436782119e-73,1.9948776645623557e-78
0,7.264784834619017e-242,7.100466769451431e-251,1.2035003603707774e-246
0,6.827630576422657e-137,2.8384520524343e-131,2.7138037731979286e-142
0,2.656445813033312e-23,7.096377099997797e-23,6.426287855523219e-25
0,8.943210287703605e-104,4.364531878483091e-104,3.87186738177228e-103
0,6.470609132254483e-18,2.481244259131836e-18,1.2947402610596945e-17
0,1.4952842202171103e-138,2.1102057680980443e-138,1.6869517192668818e-134
0,4.237280178142052e-81,3.310874837320553e-79,1.759296464178296e-74
0,1.7546459851481067e-35,6.705627132565719e-38,2.4209189827623584e-35
0,2.5438525487873708e-67,4.379370523851711e-70,7.326950596320211e-72
0,8.22747584501417e-93,2.069093839030541e-99,3.08545250761604e-85
0,2.8489772336582037e-67,1.0593784080097367e-71,1.51949269500242e-69
0,2.4166203635895135e-39,2.716550590110226e-41,1.8729101369395763e-43
0,5.350045560037734e-35,1.7722486815818413e-38,3.5482166878976398e-37
0,5.56966810597939e-92,1.0492670045017324e-97,1.353248045355082e-95
0,1.4345603669753745e-121,7.834169385868346e-119,1.1656545572190714e-116
0,2.0574542247643213e-45,1.6868828400233176e-44,4.4874730852726326e-46
0,6.966457410109662e-27,9.515059579483766e-30,2.404678667349708e-26
0,1.4168703742125748e-70,7.847965017583976e-63,2.6395311790986793e-70
0,9.665184592907488e-37,1.3123348574461996e-39,1.8470857991837755e-37
0,1.8316101682315553e-119,6.247228876307158e-117,1.1126313638835089e-119
0,3.083204887572568e-57,6.34519502240019e-61,2.4059231509762123e-55
0,1.515357975114792e-56,2.7019429754313186e-52,3.904924187454771e-58
0,6.513556561801655e-63,2.3171945582499135e-65,2.3179063558724352e-63
0,8.698701202060386e-91,5.452254946322076e-91,6.684822198839091e-99
0,1.1482980178118786e-136,4.373690982575354e-146,5.098447712591116e-146
0,1.1474157731294166e-37,8.753521066914617e-37,1.3487380992388386e-32
0,1.323505379548492e-21,8.488224425805415e-23,2.0732745818058848e-18
0,1.104212418290992e-44,3.4964270075534607e-44,1.5552668090457555e-44
0,2.9034951264457037e-46,4.485739545671944e-51,1.4719431158566695e-47
0,2.1131729779063932e-26,6.645828972481938e-26,8.285140429205993e-27
0,7.323672681597556e-117,7.567926374998756e-116,2.4258622265229177e-117
0,5.3710720786128585e-21,2.9835652475704627e-22,6.863872859830143e-21
0,2.316786876444858e-276,1.2916824149399616e-284,6.1728895604140164e-267
0,4.8299794429539326e-135,8.44244906874304e-137,3.7014256190460917e-131
0,1.835748876721994e-126,1.2163620434361937e-112,9.589034147101105e-122
0,5.430877605174253e-187,4.682100457111479e-176,9.149486762438567e-189
0,2.8911872932300602e-108,7.286028973213963e-111,4.7555287846333335e-113
0,2.2909758522796073e-47,7.186675876641392e-47,1.1004179376478249e-45
0,9.155331635179387e-51,1.2930865782556775e-54,1.9005693023217221e-47
0,2.1948521544977624e-66,2.193262124261709e-69,7.849086197456656e-71
0,1.4042954858071375e-28,1.10147716455854e-28,2.1697898650470933e-29
0,2.572554384027426e-68,2.2938240526353496e-69,5.762082975099944e-63
0,1.201878053544594e-169,1.4618617415037267e-173,4.9308532941679796e-178
0,8.74750293312107e-39,4.0381179047690275e-41,3.812632326944348e-36
0,1.2792694237251884e-89,1.299591401338623e-92,2.1632462383725206e-82
0,2.060460264886249e-37,1.0122876851500841e-37,2.1759715852520605e-38
0,1.3118555105968736e-112,5.0085679591364535e-116,6.762199694142757e-103
0,4.0513858652522747e-72,3.0193744274616196e-72,2.8661302206620964e-68
0,2.457728709104982e-160,2.9602842679202537e-162,4.6534330333839166e-156
0,7.763358190966048e-30,4.756976141115809e-31,9.355442189190248e-28
0,5.086926722205845e-145,1.5904472474393987e-146,5.1309396371733194e-151
0,1.336876212368979e-203,9.360965108101185e-189,3.1882227281199263e-208
0,3.961085834065559e-43,1.0309509972651484e-44,1.2408017747870335e-40
0,2.192159046658085e-104,1.3403517881770053e-112,3.812310088405301e-111
0,1.9136352454047494e-70,2.8445761252922226e-64,7.088456199339779e-71
0,4.270801162614055e-95,4.96463657089409e-85,6.801875952911082e-89
0,1.0215377493949698e-109,5.3244703485146196e-99,2.9695750921920777e-108
0,6.367161373426922e-51,1.6367595491683245e-48,1.920783339416389e-55
0,4.7587882448204403e-88,4.055062898807825e-94,2.6898538093491054e-93
0,1.622511522936788e-59,3.1831408064873324e-56,2.843683394501277e-59
0,9.502777465026362e-61,6.344399765500638e-66,2.5172828672978947e-65
0,6.1116302532773626e-71,1.1678841059118707e-65,1.6443164979180176e-69
0,1.240319727466692e-94,3.4607278138476345e-99,2.4755334836996305e-97
0,2.9729231705292284e-51,4.586396980764707e-51,7.979554209527392e-48
0,1.0085107920232191e-125,2.1537547507232977e-120,5.968306348766119e-129
0,5.29278290130138e-100,2.5804609700368546e-97,5.065709755418938e-101
0,1.372253565373036e-48,9.137071095759423e-47,1.086732548422502e-47
0,7.346586465511024e-162,1.6020626871020073e-182,1.3708449311833342e-175
0,2.6713873395193e-68,9.77181968188006e-72,8.030392981953132e-72
0,5.918218779111136e-107,5.7524680277517484e-99,1.2688244759952566e-108
0,1.3454826651226853e-95,1.5311158947583606e-95,3.4013783972937584e-95
0,1.2228854379921917e-104,1.751251028698827e-99,3.8238346495173877e-106
0,1.5192126311928886e-151,2.98331817465697e-164,8.648599318318731e-153
0,5.57002656128656e-139,1.0316199600549389e-137,5.806819038746302e-134
0,3.284012248933089e-56,4.022487418072575e-59,2.2513420825752367e-57
0,4.886721697034668e-32,3.0069500310002816e-32,1.4065759448134115e-31
0,1.510212792129628e-166,3.99388882099226e-182,7.731989939903735e-181
0,4.7569742395380966e-33,3.8128747512715165e-34,1.0656536600904333e-31
0,2.474795421528472e-60,1.5051929614006158e-61,7.332466698077141e-59
0,4.265514020954088e-25,5.563592794384268e-28,4.167249887626492e-25
0,1.465564735209153e-43,3.3802110583920236e-43,2.1611318297275087e-45
0,3.353176103164178e-86,8.17279275871174e-84,7.197587104621354e-83
0,2.6830166184469626e-216,7.004867815878191e-208,2.028625441426108e-214
0,1.5679575154515315e-34,8.482367135823926e-36,4.4149539963656026e-35
0,1.1929035431577297e-106,9.703275559796284e-110,3.85846352782617e-100
0,6.750657868858573e-109,9.227911261342931e-110,8.036405674713523e-96
0,1.4053231904560346e-49,1.7616676882391333e-49,3.4842735872248156e-51
0,1.1891814758226139e-91,4.018767141596927e-95,3.6768308068822513e-104
0,2.252305167249266e-106,3.09968205628299e-107,3.8522126797287706e-106
0,7.886440568869173e-110,1.2467795751658584e-106,8.697320845812509e-109
0,3.733131541908074e-131,2.3160380367623584e-120,1.4032630522151136e-132
0,1.9840820900886933e-48,3.694781140752653e-48,8.01393159046724e-49
0,6.123664814702986e-76,1.288732021862668e-79,5.929482261172576e-72
0,2.2691358293044855e-74,3.5250739995220556e-69,3.0252648211750567e-75
0,1.1253339225309582e-109,2.0093169680617922e-115,1.1849737893735255e-101
0,1.0067359686652678e-141,4.166128353916661e-149,4.7390130943605406e-151
0,2.1135877023823577e-100,2.7463422211669746e-99,2.208905372350342e-94
0,6.520635723328146e-103,1.6860750941495582e-107,9.969683100631177e-100
0,1.506410998602852e-121,6.0820303997715436e-111,6.965559725374358e-120
0,2.347800105725535e-100,1.0024508796098625e-101,1.861045482583065e-92
0,1.56608325556175e-54,5.347584177948524e-55,4.5649048115204105e-54
0,1.8396014385996142e-62,6.362640205519632e-63,5.884776881368274e-58
0,2.35008912091634e-21,4.297037943825083e-22,4.0621339303678784e-21
0,1.6772392692603811e-90,3.0874453869267054e-95,1.7759590557165766e-95
0,1.9703406740171507e-75,3.8454761100610834e-82,1.7784544163845115e-80
0,3.833572854567433e-36,9.278789016741729e-36,1.3765782839520124e-36
0,1.405539433782662e-56,1.1818558310479077e-55,7.307609752440885e-53
0,7.399011264818332e-124,6.504381286558751e-128,3.2159895868326676e-119
0,2.5622494343983746e-26,3.832488150653082e-29,4.271073548686241e-28
0,1.8258065419587046e-105,1.4595739442007751e-109,9.460547563397465e-102
0,6.943118966988885e-114,7.658099231743562e-117,3.8062338886321637e-110
0,8.458646102987835e-147,3.5953936146986484e-144,1.016103350305699e-143
0,6.238629322406757e-56,1.0796468983784253e-60,3.923760481264729e-59
0,2.896525241672318e-75,2.7841909781156157e-77,7.486057813725487e-80
0,1.939286702480714e-231,1.0681609590580978e-252,1.9474966800661062e-249
0,5.515807540668386e-41,6.957623438877841e-41,2.494268928140461e-41
0,2.025621448079509e-97,3.435535797418822e-100,3.966583619567944e-91
0,2.0012741525788273e-121,4.1795311093896814e-123,2.7560264904567747e-123
0,5.790862774394024e-155,4.2969930872896864e-147,8.057953918103253e-156
0,2.540796155567684e-75,2.459625324674446e-81,4.1587765163972877e-79
0,1.756495448051156e-52,1.1308627088838598e-52,8.001308927602607e-51
0,4.667641886091664e-40,3.2571814580523077e-43,1.4858459006050813e-37
0,7.941350015899468e-80,4.263607288962527e-73,2.071425406092634e-79
0,1.2772318421115717e-56,1.2162830205141033e-60,1.3762733573565376e-53
0,1.2587107742443367e-25,8.61700119582229e-26,2.4895758410973323e-26
0,2.7019112828209067e-86,2.1761131296457422e-86,2.2178840451380557e-87
0,5.544169404639315e-48,3.522558706463481e-48,1.2650517040961645e-45
